year_month,month_start,year,quarter,month_number,month_name,store_id,store_name,store_city,store_location,product_id,product_name,product_category,transactions,units_sold,revenue,cogs,gross_profit
2023-08,2023-08-01,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,14,Glass Marbles,Games,47,64,703.36,383.36,320.0
2023-08,2023-08-04,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,15,Hot Wheels 5-Pack,Toys,8,8,47.92,31.92,16.0
2023-08,2023-08-10,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,16,Jenga,Games,1,1,9.99,2.99,7.0
2023-08,2023-08-13,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,17,Kids Makeup Kit,Art & Crafts,5,5,99.95,69.95,30.0
2023-08,2023-08-02,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,18,Lego Bricks,Toys,58,89,3559.11,3114.11,445.0
2023-08,2023-08-06,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,19,Magic Sand,Art & Crafts,37,67,1071.33,937.33,134.0
2023-08,2023-08-04,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,27,34,339.66,237.66,102.0
2023-08,2023-08-08,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,23,Mr. Potatohead,Toys,5,5,49.95,24.95,25.0
2023-08,2023-08-28,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,24,Nerf Gun,Sports & Outdoors,18,18,359.82,269.82,90.0
2023-08,2023-08-04,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,25,PlayDoh Can,Art & Crafts,95,159,475.41,316.41,159.0
2023-08,2023-08-04,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,27,PlayDoh Toolkit,Art & Crafts,2,2,9.98,7.98,2.0
2023-08,2023-08-24,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,28,Playfoam,Art & Crafts,10,26,285.74,103.74,182.0
2023-08,2023-08-20,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,29,Plush Pony,Toys,12,12,239.88,107.88,132.0
2023-08,2023-08-01,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,30,Rubik's Cube,Games,70,70,1399.3,1259.3,140.0
2023-08,2023-08-03,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,31,Splash Balls,Sports & Outdoors,13,13,116.87,103.87,13.0
2023-08,2023-08-28,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,33,Teddy Bear,Toys,16,16,207.84,175.84,32.0
2023-08,2023-08-08,2023,3,8,August,14,Maven Toys Guanajuato 1,Guanajuato,Downtown,34,Toy Robot,Electronics,6,9,233.91,188.91,45.0
2023-08,2023-08-04,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,1,Action Figure,Toys,24,24,383.76,239.76,144.0
2023-08,2023-08-01,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,2,Animal Figures,Toys,26,26,337.74,259.74,78.0
2023-08,2023-08-01,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,3,Barrel O' Slime,Art & Crafts,41,59,235.41,117.41,118.0
2023-08,2023-08-01,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,6,Colorbuds,Electronics,37,37,554.63,258.63,296.0
2023-08,2023-08-02,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,7,Dart Gun,Sports & Outdoors,27,42,671.58,503.58,168.0
2023-08,2023-08-10,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,8,Deck Of Cards,Games,43,60,419.4,239.4,180.0
2023-08,2023-08-10,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,9,Dino Egg,Toys,25,27,296.73,269.73,27.0
2023-08,2023-08-08,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,11,Etch A Sketch,Art & Crafts,13,13,272.87,142.87,130.0
2023-08,2023-08-01,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,12,Foam Disk Launcher,Sports & Outdoors,34,34,407.66,305.66,102.0
2023-08,2023-08-18,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,13,Gamer Headphones,Electronics,25,25,524.75,374.75,150.0
2023-08,2023-08-12,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,14,Glass Marbles,Games,23,23,252.77,137.77,115.0
2023-08,2023-08-27,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,15,Hot Wheels 5-Pack,Toys,8,8,47.92,31.92,16.0
2023-08,2023-08-03,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,16,Jenga,Games,3,3,29.97,8.97,21.0
2023-08,2023-08-07,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,17,Kids Makeup Kit,Art & Crafts,10,10,199.9,139.9,60.0
2023-08,2023-08-11,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,18,Lego Bricks,Toys,5,5,199.95,174.95,25.0
2023-08,2023-08-02,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,19,Magic Sand,Art & Crafts,69,89,1423.11,1245.11,178.0
2023-08,2023-08-04,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,18,18,179.82,125.82,54.0
2023-08,2023-08-04,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,23,Mr. Potatohead,Toys,37,37,369.63,184.63,185.0
2023-08,2023-08-08,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,24,Nerf Gun,Sports & Outdoors,23,23,459.77,344.77,115.0
2023-08,2023-08-05,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,25,PlayDoh Can,Art & Crafts,39,45,134.55,89.55,45.0
2023-08,2023-08-21,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,27,PlayDoh Toolkit,Art & Crafts,11,11,54.89,43.89,11.0
2023-08,2023-08-18,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,28,Playfoam,Art & Crafts,8,10,109.9,39.9,70.0
2023-08,2023-08-02,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,29,Plush Pony,Toys,27,27,539.73,242.73,297.0
2023-08,2023-08-03,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,30,Rubik's Cube,Games,30,36,719.64,647.64,72.0
2023-08,2023-08-30,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,31,Splash Balls,Sports & Outdoors,5,5,44.95,39.95,5.0
2023-08,2023-08-24,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,33,Teddy Bear,Toys,4,4,51.96,43.96,8.0
2023-08,2023-08-26,2023,3,8,August,15,Maven Toys Tuxtla Gutierrez 1,Tuxtla Gutierrez,Downtown,34,Toy Robot,Electronics,5,28,727.72,587.72,140.0
2023-08,2023-08-10,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,1,Action Figure,Toys,7,17,271.83,169.83,102.0
2023-08,2023-08-10,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,2,Animal Figures,Toys,26,26,337.74,259.74,78.0
2023-08,2023-08-05,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,3,Barrel O' Slime,Art & Crafts,78,96,383.04,191.04,192.0
2023-08,2023-08-01,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,6,Colorbuds,Electronics,60,60,899.4,419.4,480.0
2023-08,2023-08-03,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,7,Dart Gun,Sports & Outdoors,25,40,639.6,479.6,160.0
2023-08,2023-08-02,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,8,Deck Of Cards,Games,89,157,1097.43,626.43,471.0
2023-08,2023-08-01,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,9,Dino Egg,Toys,33,58,637.42,579.42,58.0
2023-08,2023-08-05,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,10,Dinosaur Figures,Toys,8,8,119.92,87.92,32.0
2023-08,2023-08-18,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,11,Etch A Sketch,Art & Crafts,30,30,629.7,329.7,300.0
2023-08,2023-08-05,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,13,Gamer Headphones,Electronics,16,16,335.84,239.84,96.0
2023-08,2023-08-17,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,15,Hot Wheels 5-Pack,Toys,7,16,95.84,63.84,32.0
2023-08,2023-08-19,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,17,Kids Makeup Kit,Art & Crafts,8,8,159.92,111.92,48.0
2023-08,2023-08-07,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,18,Lego Bricks,Toys,33,49,1959.51,1714.51,245.0
2023-08,2023-08-02,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,19,Magic Sand,Art & Crafts,64,113,1806.87,1580.87,226.0
2023-08,2023-08-05,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,98,98,979.02,685.02,294.0
2023-08,2023-08-18,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,22,Monopoly,Games,10,10,199.9,139.9,60.0
2023-08,2023-08-01,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,23,Mr. Potatohead,Toys,17,17,169.83,84.83,85.0
2023-08,2023-08-03,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,25,PlayDoh Can,Art & Crafts,67,130,388.7,258.7,130.0
2023-08,2023-08-04,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,27,PlayDoh Toolkit,Art & Crafts,30,30,149.7,119.7,30.0
2023-08,2023-08-25,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,28,Playfoam,Art & Crafts,10,10,109.9,39.9,70.0
2023-08,2023-08-19,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,29,Plush Pony,Toys,11,11,219.89,98.89,121.0
2023-08,2023-08-12,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,30,Rubik's Cube,Games,35,35,699.65,629.65,70.0
2023-08,2023-08-03,2023,3,8,August,16,Maven Toys San Luis Potosi 1,San Luis Potosi,Downtown,31,Splash Balls,Sports & Outdoors,35,51,458.49,407.49,51.0
2023-08,2023-08-01,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,1,Action Figure,Toys,68,73,1167.27,729.27,438.0
2023-08,2023-08-02,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,2,Animal Figures,Toys,47,78,1013.22,779.22,234.0
2023-08,2023-08-01,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,3,Barrel O' Slime,Art & Crafts,110,124,494.76,246.76,248.0
2023-08,2023-08-06,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,6,Colorbuds,Electronics,57,57,854.43,398.43,456.0
2023-08,2023-08-14,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,7,Dart Gun,Sports & Outdoors,14,14,223.86,167.86,56.0
2023-08,2023-08-02,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,8,Deck Of Cards,Games,85,115,803.85,458.85,345.0
2023-08,2023-08-03,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,9,Dino Egg,Toys,44,47,516.53,469.53,47.0
2023-08,2023-08-08,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,10,Dinosaur Figures,Toys,21,21,314.79,230.79,84.0
2023-08,2023-08-04,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,11,Etch A Sketch,Art & Crafts,31,31,650.69,340.69,310.0
2023-08,2023-08-09,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,12,Foam Disk Launcher,Sports & Outdoors,30,30,359.7,269.7,90.0
2023-08,2023-08-02,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,13,Gamer Headphones,Electronics,16,16,335.84,239.84,96.0
2023-08,2023-08-12,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,14,Glass Marbles,Games,34,46,505.54,275.54,230.0
2023-08,2023-08-05,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,16,Jenga,Games,16,16,159.84,47.84,112.0
2023-08,2023-08-09,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,17,Kids Makeup Kit,Art & Crafts,27,27,539.73,377.73,162.0
2023-08,2023-08-06,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,18,Lego Bricks,Toys,58,88,3519.12,3079.12,440.0
2023-08,2023-08-08,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,19,Magic Sand,Art & Crafts,84,134,2142.66,1874.66,268.0
2023-08,2023-08-11,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,21,21,209.79,146.79,63.0
2023-08,2023-08-12,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,23,Mr. Potatohead,Toys,8,8,79.92,39.92,40.0
2023-08,2023-08-05,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,24,Nerf Gun,Sports & Outdoors,18,18,359.82,269.82,90.0
2023-08,2023-08-01,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,25,PlayDoh Can,Art & Crafts,134,229,684.71,455.71,229.0
2023-08,2023-08-05,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,26,PlayDoh Playset,Art & Crafts,6,6,149.94,125.94,24.0
2023-08,2023-08-07,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,27,PlayDoh Toolkit,Art & Crafts,61,61,304.39,243.39,61.0
2023-08,2023-08-18,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,28,Playfoam,Art & Crafts,31,61,670.39,243.39,427.0
2023-08,2023-08-27,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,29,Plush Pony,Toys,11,11,219.89,98.89,121.0
2023-08,2023-08-02,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,30,Rubik's Cube,Games,27,67,1339.33,1205.33,134.0
2023-08,2023-08-01,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,31,Splash Balls,Sports & Outdoors,46,127,1141.73,1014.73,127.0
2023-08,2023-08-30,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,32,Supersoaker Water Gun,Sports & Outdoors,2,2,29.98,23.98,6.0
2023-08,2023-08-31,2023,3,8,August,17,Maven Toys Toluca 1,Toluca,Downtown,34,Toy Robot,Electronics,10,10,259.9,209.9,50.0
2023-08,2023-08-24,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,1,Action Figure,Toys,12,12,191.88,119.88,72.0
2023-08,2023-08-11,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,2,Animal Figures,Toys,19,19,246.81,189.81,57.0
2023-08,2023-08-04,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,3,Barrel O' Slime,Art & Crafts,42,70,279.3,139.3,140.0
2023-08,2023-08-20,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,4,Chutes & Ladders,Games,2,2,25.98,19.98,6.0
2023-08,2023-08-25,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,5,Classic Dominoes,Games,18,18,179.82,143.82,36.0
2023-08,2023-08-04,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,6,Colorbuds,Electronics,35,35,524.65,244.65,280.0
2023-08,2023-08-12,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,7,Dart Gun,Sports & Outdoors,13,13,207.87,155.87,52.0
2023-08,2023-08-01,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,8,Deck Of Cards,Games,32,55,384.45,219.45,165.0
2023-08,2023-08-07,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,9,Dino Egg,Toys,25,25,274.75,249.75,25.0
2023-08,2023-08-18,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,11,Etch A Sketch,Art & Crafts,15,15,314.85,164.85,150.0
2023-08,2023-08-13,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,13,Gamer Headphones,Electronics,27,33,692.67,494.67,198.0
2023-08,2023-08-04,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,14,Glass Marbles,Games,12,12,131.88,71.88,60.0
2023-08,2023-08-24,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,15,Hot Wheels 5-Pack,Toys,12,12,71.88,47.88,24.0
2023-08,2023-08-02,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,16,Jenga,Games,1,1,9.99,2.99,7.0
2023-08,2023-08-10,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,17,Kids Makeup Kit,Art & Crafts,30,30,599.7,419.7,180.0
2023-08,2023-08-03,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,18,Lego Bricks,Toys,60,62,2479.38,2169.38,310.0
2023-08,2023-08-10,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,19,Magic Sand,Art & Crafts,10,10,159.9,139.9,20.0
2023-08,2023-08-03,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,20,Mini Basketball Hoop,Sports & Outdoors,10,10,249.9,89.9,160.0
2023-08,2023-08-11,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,21,Mini Ping Pong Set,Sports & Outdoors,51,51,509.49,356.49,153.0
2023-08,2023-08-04,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,24,Nerf Gun,Sports & Outdoors,11,11,219.89,164.89,55.0
2023-08,2023-08-03,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,25,PlayDoh Can,Art & Crafts,80,104,310.96,206.96,104.0
2023-08,2023-08-01,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,26,PlayDoh Playset,Art & Crafts,20,20,499.8,419.8,80.0
2023-08,2023-08-01,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,27,PlayDoh Toolkit,Art & Crafts,22,22,109.78,87.78,22.0
2023-08,2023-08-23,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,28,Playfoam,Art & Crafts,6,6,65.94,23.94,42.0
2023-08,2023-08-02,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,30,Rubik's Cube,Games,6,6,119.94,107.94,12.0
2023-08,2023-08-01,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,31,Splash Balls,Sports & Outdoors,49,109,979.91,870.91,109.0
2023-08,2023-08-24,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,32,Supersoaker Water Gun,Sports & Outdoors,4,4,59.96,47.96,12.0
2023-08,2023-08-05,2023,3,8,August,18,Maven Toys Merida 1,Merida,Downtown,34,Toy Robot,Electronics,19,19,493.81,398.81,95.0
2023-08,2023-08-03,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,1,Action Figure,Toys,61,61,975.39,609.39,366.0
2023-08,2023-08-02,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,2,Animal Figures,Toys,25,25,324.75,249.75,75.0
2023-08,2023-08-02,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,3,Barrel O' Slime,Art & Crafts,66,137,546.63,272.63,274.0
2023-08,2023-08-18,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,5,Classic Dominoes,Games,5,5,49.95,39.95,10.0
2023-08,2023-08-02,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,6,Colorbuds,Electronics,121,151,2263.49,1055.49,1208.0
2023-08,2023-08-09,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,7,Dart Gun,Sports & Outdoors,36,36,575.64,431.64,144.0
2023-08,2023-08-02,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,8,Deck Of Cards,Games,188,212,1481.88,845.88,636.0
2023-08,2023-08-01,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,9,Dino Egg,Toys,20,37,406.63,369.63,37.0
2023-08,2023-08-22,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,10,Dinosaur Figures,Toys,10,10,149.9,109.9,40.0
2023-08,2023-08-08,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,12,Foam Disk Launcher,Sports & Outdoors,43,43,515.57,386.57,129.0
2023-08,2023-08-30,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,13,Gamer Headphones,Electronics,4,4,83.96,59.96,24.0
2023-08,2023-08-13,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,14,Glass Marbles,Games,13,13,142.87,77.87,65.0
2023-08,2023-08-09,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,15,Hot Wheels 5-Pack,Toys,19,19,113.81,75.81,38.0
2023-08,2023-08-29,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,16,Jenga,Games,6,6,59.94,17.94,42.0
2023-08,2023-08-02,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,17,Kids Makeup Kit,Art & Crafts,22,22,439.78,307.78,132.0
2023-08,2023-08-09,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,18,Lego Bricks,Toys,69,69,2759.31,2414.31,345.0
2023-08,2023-08-06,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,19,Magic Sand,Art & Crafts,49,76,1215.24,1063.24,152.0
2023-08,2023-08-19,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,20,Mini Basketball Hoop,Sports & Outdoors,11,11,274.89,98.89,176.0
2023-08,2023-08-05,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,23,Mr. Potatohead,Toys,10,10,99.9,49.9,50.0
2023-08,2023-08-05,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,24,Nerf Gun,Sports & Outdoors,26,26,519.74,389.74,130.0
2023-08,2023-08-01,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,25,PlayDoh Can,Art & Crafts,93,106,316.94,210.94,106.0
2023-08,2023-08-23,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,28,Playfoam,Art & Crafts,23,23,252.77,91.77,161.0
2023-08,2023-08-16,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,29,Plush Pony,Toys,24,24,479.76,215.76,264.0
2023-08,2023-08-05,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,30,Rubik's Cube,Games,28,28,559.72,503.72,56.0
2023-08,2023-08-05,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,31,Splash Balls,Sports & Outdoors,43,90,809.1,719.1,90.0
2023-08,2023-08-16,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,32,Supersoaker Water Gun,Sports & Outdoors,19,19,284.81,227.81,57.0
2023-08,2023-08-10,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,34,Toy Robot,Electronics,15,15,389.85,314.85,75.0
2023-08,2023-08-27,2023,3,8,August,19,Maven Toys Puebla 1,Puebla,Commercial,35,Uno Card Game,Games,10,10,79.9,39.9,40.0
2023-08,2023-08-26,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,1,Action Figure,Toys,19,29,463.71,289.71,174.0
2023-08,2023-08-07,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,2,Animal Figures,Toys,33,33,428.67,329.67,99.0
2023-08,2023-08-02,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,3,Barrel O' Slime,Art & Crafts,53,70,279.3,139.3,140.0
2023-08,2023-08-10,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,6,Colorbuds,Electronics,22,22,329.78,153.78,176.0
2023-08,2023-08-03,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,7,Dart Gun,Sports & Outdoors,33,33,527.67,395.67,132.0
2023-08,2023-08-30,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,8,Deck Of Cards,Games,13,13,90.87,51.87,39.0
2023-08,2023-08-06,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,9,Dino Egg,Toys,48,52,571.48,519.48,52.0
2023-08,2023-08-08,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,10,Dinosaur Figures,Toys,27,27,404.73,296.73,108.0
2023-08,2023-08-05,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,11,Etch A Sketch,Art & Crafts,4,4,83.96,43.96,40.0
2023-08,2023-08-07,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,12,Foam Disk Launcher,Sports & Outdoors,8,8,95.92,71.92,24.0
2023-08,2023-08-02,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,13,Gamer Headphones,Electronics,33,33,692.67,494.67,198.0
2023-08,2023-08-02,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,14,Glass Marbles,Games,33,53,582.47,317.47,265.0
2023-08,2023-08-04,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,15,Hot Wheels 5-Pack,Toys,20,20,119.8,79.8,40.0
2023-08,2023-08-04,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,17,Kids Makeup Kit,Art & Crafts,24,24,479.76,335.76,144.0
2023-08,2023-08-07,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,18,Lego Bricks,Toys,50,66,2639.34,2309.34,330.0
2023-08,2023-08-01,2023,3,8,August,20,Maven Toys Zacatecas 1,Zacatecas,Downtown,19,Magic Sand,Art & Crafts,87,125,1998.75,1748.75,250.0
